Order_ID;Branch_Start;Branch_Drop;Pengirim;Penerima;Alamat Penerima;Weather_Condition;Vehicle_Type;Category;arrival_status;Start_Latitude;Start_Longitude;Quantity;Weight;Vehicle_Type_Assigned;picked;Batch_Number;Vehicle_Assigned
yhoh883688262;Setiabudi;Jambi;Adriana Johnson;Matthew Dickson;Cihampelas No.425, RT 1/RW 3;Sunny;pick up truck;Clothing;Terlambat;-6.8689938;107.5934024;7.0;14.7;cargo truck;True;88;pick up truck
nrhz574192377;Setiabudi;Serang;Mrs. Maureen Jenkins;Douglas Wyatt;Riau No.548, RT 6/RW 1;Sunny;van;Electronics;Terlambat;-6.8689938;107.5934024;2.0;14.8;cargo truck;True;89;van
epry811459644;Setiabudi;Mojokerto;John Macdonald DVM;Olivia Sims;Cihampelas No.464, RT 5/RW 7;Sunny;pick up truck;Home;Tepat Waktu;-6.8689938;107.5934024;2.0;14.8;cargo truck;True;89;van
uplx446104766;Setiabudi;Pontianak;Alexandra Weaver;Nicholas Mcintosh DDS;Lembong No.467, RT 3/RW 7;Sunny;pick up truck;Electronics;Terlambat;-6.8689938;107.5934024;2.0;15.0;cargo truck;True;90;cargo truck
bdow198948102;Setiabudi;Gresik;Daniel Allen;Joshua Nelson;Cihampelas No.321, RT 4/RW 2;Sunny;pick up truck;Clothing;Tepat Waktu;-6.8689938;107.5934024;5.0;15.0;cargo truck;True;90;cargo truck
byqv274533005;Setiabudi;Binjai;Ronald Salazar;Tracy Smith;Riau No.672, RT 9/RW 6;Sunny;pick up truck;Shoes;Tepat Waktu;-6.8689938;107.5934024;6.0;15.0;cargo truck;True;90;cargo truck
bdop465949783;Ciwidey;Tebing Tinggi;Nicole Gordon;Cassidy Williams;Buah Batu No.573, RT 5/RW 9;Sunny;cargo truck;Snacks;Terlambat;-7.1027234;107.4641673;5.0;1.0;pick up truck;True;1;pick up truck
dvrr163399031;Ciwidey;Surabaya;Kimberly Hamilton;Sharon Blevins;Setiabudi No.352, RT 4/RW 10;Sunny;pick up truck;Books;Lebih Cepat Sampai;-7.1027234;107.4641673;5.0;1.0;pick up truck;True;1;pick up truck
ssat956485887;Ciwidey;Banjarbaru;Lindsay Goodwin MD;Kelly Ponce;Lembong No.304, RT 1/RW 8;Sunny;van;Toys;Lebih Cepat Sampai;-7.1027234;107.4641673;1.0;1.1;pick up truck;True;1;pick up truck
utkw316811168;Ciwidey;Palembang;Jason Henry;Amy Wallace;Jalan Braga No.319, RT 10/RW 10;Sunny;cargo truck;Toys;Tepat Waktu;-7.1027234;107.4641673;1.0;1.2;pick up truck;True;1;pick up truck
lofh577641265;Ciwidey;Kupang;Amanda White;Howard Price;Dago No.224, RT 1/RW 8;Sunny;pick up truck;Cosmetics;Terlambat;-7.1027234;107.4641673;6.0;1.2;pick up truck;True;1;pick up truck
vwhp587795086;Ciwidey;Jambi;Jordan Moore;Matthew Parker;Pasir Kaliki No.914, RT 3/RW 5;Sunny;pick up truck;Clothing;Tepat Waktu;-7.1027234;107.4641673;1.0;1.4;pick up truck;True;1;pick up truck
wvfg372994838;Ciwidey;South Tangerang;Kristy Dougherty;Penny Smith;Setiabudi No.623, RT 8/RW 6;Sunny;pick up truck;Shoes;Tepat Waktu;-7.1027234;107.4641673;1.0;1.5;pick up truck;True;1;pick up truck
mkva994791983;Ciwidey;Serang;Erin Robinson;Nicole Page;Buah Batu No.986, RT 10/RW 1;Sunny;pick up truck;Snacks;Tepat Waktu;-7.1027234;107.4641673;5.0;1.5;pick up truck;True;1;pick up truck
nore182358909;Ciwidey;Malang;Brandon Neal;Deborah Levy;Setiabudi No.575, RT 4/RW 1;Sunny;cargo truck;Shoes;Lebih Cepat Sampai;-7.1027234;107.4641673;1.0;1.6;pick up truck;True;1;pick up truck
enwc770077643;Ciwidey;Banjarbaru;Carrie Garcia;Catherine Richardson;Dago No.555, RT 3/RW 9;Sunny;pick up truck;Sports;Terlambat;-7.1027234;107.4641673;1.0;1.7;pick up truck;True;1;pick up truck
wqbn742164110;Ciwidey;Solok;Christopher Diaz;Victor Hartman;Jalan Braga No.153, RT 5/RW 7;Sunny;pick up truck;Toys;Terlambat;-7.1027234;107.4641673;1.0;1.7;pick up truck;True;1;pick up truck
wzkf971221198;Ciwidey;Depok;Marvin Edwards;Charles Huynh;Dago No.929, RT 7/RW 10;Sunny;pick up truck;Cosmetics;Tepat Waktu;-7.1027234;107.4641673;6.0;1.8;pick up truck;True;1;pick up truck
sbgo191642353;Ciwidey;Gresik;Madison Santana;Nathaniel Hall;Lembong No.68, RT 8/RW 5;Sunny;pick up truck;Sports;Lebih Cepat Sampai;-7.1027234;107.4641673;1.0;1.8;pick up truck;True;1;pick up truck
nkuh321662179;Ciwidey;Lubuklinggau;James Richardson;Ross Ortiz;Dago No.599, RT 3/RW 5;Sunny;pick up truck;Toys;Tepat Waktu;-7.1027234;107.4641673;1.0;1.8;pick up truck;True;2;cargo truck
fkun064220230;Ciwidey;Payakumbuh;Daniel Johnson;Cassandra Webster;Cihampelas No.474, RT 6/RW 9;Sunny;pick up truck;Books;Terlambat;-7.1027234;107.4641673;5.0;2.0;pick up truck;True;2;cargo truck
iqmi629407641;Ciwidey;Makassar;Bridget Blevins;Katelyn Miller;Jalan Braga No.808, RT 6/RW 6;Sunny;pick up truck;Sports;Terlambat;-7.1027234;107.4641673;1.0;2.0;pick up truck;True;2;cargo truck
ipkx521802002;Ciwidey;Banjarbaru;Christopher Spence;Mark Lewis;Pasir Kaliki No.691, RT 3/RW 8;Sunny;cargo truck;Shoes;Lebih Cepat Sampai;-7.1027234;107.4641673;1.0;2.0;pick up truck;True;2;cargo truck
uzzu939658614;Ciwidey;Pontianak;Brett Shepard;Stacy Baker;Dago No.926, RT 10/RW 5;Sunny;pick up truck;Books;Tepat Waktu;-7.1027234;107.4641673;5.0;2.0;pick up truck;True;2;cargo truck
nufp198085188;Ciwidey;Depok;Lindsey Sexton;Jennifer Martinez;Cihampelas No.147, RT 7/RW 9;Sunny;pick up truck;Toys;Terlambat;-7.1027234;107.4641673;1.0;2.1;pick up truck;True;2;cargo truck
bjlr735816766;Ciwidey;Banjarbaru;Robert Hart;Angela Johnson;Setiabudi No.283, RT 9/RW 2;Sunny;cargo truck;Grocery;Tepat Waktu;-7.1027234;107.4641673;8.0;2.4;pick up truck;True;2;cargo truck
ugib241917511;Ciwidey;Metro;Jasmine Rivera;Crystal Howard;Ciwidey No.522, RT 8/RW 1;Sunny;cargo truck;Cosmetics;Lebih Cepat Sampai;-7.1027234;107.4641673;6.0;2.4;pick up truck;True;2;cargo truck
dktl160833310;Ciwidey;Samarinda;Patricia Hill;Carl Wade;Pasir Kaliki No.982, RT 1/RW 10;Sunny;cargo truck;Snacks;Tepat Waktu;-7.1027234;107.4641673;6.0;2.4;pick up truck;True;2;cargo truck
mhpi988174301;Ciwidey;Surabaya;Jackie Burton;Edward Vargas;Lembong No.395, RT 4/RW 3;Sunny;pick up truck;Toys;Tepat Waktu;-7.1027234;107.4641673;2.0;2.4;pick up truck;True;2;cargo truck
ajtu664913183;Ciwidey;Dumai;Angel Anderson;Christian Allen;Lembong No.497, RT 10/RW 7;Sunny;cargo truck;Clothing;Terlambat;-7.1027234;107.4641673;2.0;2.4;pick up truck;True;2;cargo truck
iflx800118402;Ciwidey;Bukittinggi;Thomas Lucas;Emily Gamble;Buah Batu No.556, RT 7/RW 10;Sunny;cargo truck;Snacks;Terlambat;-7.1027234;107.4641673;5.0;2.5;pick up truck;True;2;cargo truck
wscn900297434;Ciwidey;Semarang;Mr. Jeremiah Boyd MD;Gary Brown;Cihampelas No.505, RT 6/RW 2;Sunny;pick up truck;Cosmetics;Terlambat;-7.1027234;107.4641673;5.0;2.5;pick up truck;True;2;cargo truck
aqrc675070174;Ciwidey;Mojokerto;Claire Garrett;Kyle Carter;Lembong No.338, RT 1/RW 10;Sunny;pick up truck;Shoes;Terlambat;-7.1027234;107.4641673;1.0;2.5;pick up truck;True;2;cargo truck
rvnf975802841;Ciwidey;Manado;Tammy Harris;Norma Velazquez;Riau No.304, RT 8/RW 8;Sunny;pick up truck;Clothing;Tepat Waktu;-7.1027234;107.4641673;1.0;2.6;pick up truck;True;2;cargo truck
jezv028997608;Ciwidey;Malang;Stephen Bailey;Jason Alvarez;Pasir Kaliki No.955, RT 4/RW 6;Sunny;van;Toys;Terlambat;-7.1027234;107.4641673;1.0;2.6;pick up truck;True;2;cargo truck
acpd503512919;Ciwidey;Solok;Steven Dean;Alexis Rubio;Riau No.303, RT 4/RW 4;Sunny;pick up truck;Cosmetics;Tepat Waktu;-7.1027234;107.4641673;9.0;2.7;pick up truck;True;2;cargo truck
elri157886700;Ciwidey;Palu;Ashley Lopez;Alison Young;Riau No.431, RT 6/RW 4;Sunny;pick up truck;Snacks;Tepat Waktu;-7.1027234;107.4641673;9.0;2.7;pick up truck;True;2;cargo truck
crso697611048;Ciwidey;Malang;Cynthia Kelley;Scott Gibson;Cihampelas No.649, RT 10/RW 1;Sunny;cargo truck;Snacks;Lebih Cepat Sampai;-7.1027234;107.4641673;9.0;2.7;pick up truck;True;2;cargo truck
qtbw862709467;Ciwidey;Makassar;Hannah Cox;Zachary Jones;Cihampelas No.382, RT 5/RW 6;Sunny;pick up truck;Clothing;Lebih Cepat Sampai;-7.1027234;107.4641673;1.0;2.7;pick up truck;True;2;cargo truck
tbix929489641;Ciwidey;Sidoarjo;Andrea Cooper;Cheryl Pearson;Setiabudi No.243, RT 1/RW 1;Sunny;pick up truck;Sports;Terlambat;-7.1027234;107.4641673;2.0;2.8;pick up truck;True;2;cargo truck
hmzk787887081;Ciwidey;Banjarbaru;Crystal Kline;Jennifer Clark;Dago No.340, RT 5/RW 4;Sunny;cargo truck;Grocery;Terlambat;-7.1027234;107.4641673;7.0;2.8;pick up truck;True;2;cargo truck
exxk337532506;Ciwidey;Samarinda;Yvette Serrano;Rebecca Lynch;Dago No.915, RT 6/RW 2;Sunny;pick up truck;Snacks;Terlambat;-7.1027234;107.4641673;7.0;2.8;pick up truck;True;2;cargo truck
urxk363327629;Ciwidey;Tebing Tinggi;Hannah Watson;Sonya Davis;Lembong No.791, RT 7/RW 3;Sunny;pick up truck;Clothing;Lebih Cepat Sampai;-7.1027234;107.4641673;2.0;2.8;pick up truck;True;2;cargo truck
xrjz460957645;Ciwidey;Tanjung Pinang;Samantha Garrison;Eileen Scott;Pasir Kaliki No.983, RT 5/RW 3;Sunny;cargo truck;Cosmetics;Lebih Cepat Sampai;-7.1027234;107.4641673;7.0;2.8;pick up truck;True;3;van
bdsk102329422;Ciwidey;South Tangerang;Eric Young;Dana Blackwell;Dago No.604, RT 3/RW 6;Sunny;pick up truck;Grocery;Terlambat;-7.1027234;107.4641673;7.0;2.8;pick up truck;True;3;van
gbhv126827622;Ciwidey;Manado;Joseph Patterson;Steven Robinson;Pasir Kaliki No.300, RT 7/RW 10;Sunny;cargo truck;Clothing;Lebih Cepat Sampai;-7.1027234;107.4641673;1.0;2.9;pick up truck;True;3;van
rwsd957685359;Ciwidey;Bandung;Julie Mccarty;Alexandra Peterson;Kebon Kawung No.632, RT 9/RW 7;Sunny;cargo truck;Grocery;Tepat Waktu;-7.1027234;107.4641673;6.0;3.0;pick up truck;True;3;van
guce015680920;Ciwidey;Medan;Joshua Weaver;Hunter Barnett;Setiabudi No.279, RT 2/RW 8;Sunny;cargo truck;Cosmetics;Lebih Cepat Sampai;-7.1027234;107.4641673;10.0;3.0;pick up truck;True;3;van
ldoc239825082;Ciwidey;Metro;Susan Anderson;Kyle Morris;Pasir Kaliki No.708, RT 7/RW 10;Sunny;pick up truck;Books;Lebih Cepat Sampai;-7.1027234;107.4641673;6.0;3.0;pick up truck;True;3;van
upvo594165337;Ciwidey;Banjarbaru;Bryan Jones;Frank Costa;Dago No.580, RT 1/RW 8;Sunny;pick up truck;Books;Tepat Waktu;-7.1027234;107.4641673;5.0;3.0;pick up truck;True;3;van
whrz248892366;Ciwidey;Samarinda;Christine Moss;Amy Crawford;Jalan Braga No.569, RT 6/RW 6;Sunny;cargo truck;Snacks;Lebih Cepat Sampai;-7.1027234;107.4641673;10.0;3.0;pick up truck;True;3;van
aifw876916082;Ciwidey;Makassar;Tina Cruz;Tonya Martin;Buah Batu No.736, RT 3/RW 6;Sunny;pick up truck;Sports;Lebih Cepat Sampai;-7.1027234;107.4641673;3.0;3.0;pick up truck;True;3;van
fzrx169337497;Ciwidey;Pontianak;Victor Hines;Daniel Flores;Jalan Braga No.611, RT 7/RW 9;Sunny;pick up truck;Snacks;Lebih Cepat Sampai;-7.1027234;107.4641673;10.0;3.0;pick up truck;True;3;van
dukp665684019;Ciwidey;Tebing Tinggi;Heather Young;Jasmin Allen;Setiabudi No.108, RT 4/RW 2;Sunny;pick up truck;Snacks;Lebih Cepat Sampai;-7.1027234;107.4641673;5.0;3.0;pick up truck;True;3;van
xdhn366708277;Ciwidey;Semarang;Deborah Dougherty;Victoria Taylor;Riau No.90, RT 7/RW 8;Sunny;cargo truck;Snacks;Terlambat;-7.1027234;107.4641673;5.0;3.0;pick up truck;True;3;van
invk502410265;Ciwidey;Depok;Dr. Margaret Rivera;David Garcia;Dago No.541, RT 4/RW 6;Sunny;pick up truck;Toys;Terlambat;-7.1027234;107.4641673;2.0;3.2;pick up truck;True;3;van
jfht209715063;Ciwidey;Solok;Melissa Butler;Andrew David;Riau No.408, RT 9/RW 8;Sunny;cargo truck;Snacks;Terlambat;-7.1027234;107.4641673;8.0;3.2;pick up truck;True;4;pick up truck
qquy656194038;Ciwidey;Mataram;Anthony Young;Brandon Gonzalez;Dago No.76, RT 7/RW 6;Sunny;pick up truck;Snacks;Lebih Cepat Sampai;-7.1027234;107.4641673;8.0;3.2;pick up truck;True;4;pick up truck
zrcn557054726;Ciwidey;Tanjung Pinang;Joshua Schmitt;Michelle Patterson;Setiabudi No.288, RT 6/RW 3;Sunny;pick up truck;Clothing;Terlambat;-7.1027234;107.4641673;2.0;3.4;pick up truck;True;4;pick up truck
zhjz748556008;Ciwidey;Lubuklinggau;Lisa Jensen;Danielle Bowers;Buah Batu No.700, RT 2/RW 10;Sunny;pick up truck;Snacks;Lebih Cepat Sampai;-7.1027234;107.4641673;5.0;3.5;pick up truck;True;4;pick up truck
ntov795345883;Ciwidey;Dumai;Phyllis Jackson MD;Courtney Mckinney;Setiabudi No.673, RT 6/RW 8;Sunny;cargo truck;Grocery;Terlambat;-7.1027234;107.4641673;7.0;3.5;pick up truck;True;4;pick up truck
xpro364986236;Ciwidey;Pagar Alam;Katherine Johnson;Martin Sanchez;Pasir Kaliki No.28, RT 6/RW 4;Sunny;pick up truck;Cosmetics;Tepat Waktu;-7.1027234;107.4641673;5.0;3.5;pick up truck;True;5;pick up truck
ivot096540312;Ciwidey;Jambi;John Davis;Ricardo Sexton;Pasir Kaliki No.272, RT 6/RW 9;Sunny;pick up truck;Cosmetics;Lebih Cepat Sampai;-7.1027234;107.4641673;9.0;3.6;pick up truck;True;5;pick up truck
fbgm585311883;Ciwidey;Gresik;Mario Guerrero;Peter Moore;Riau No.102, RT 10/RW 8;Sunny;cargo truck;Toys;Lebih Cepat Sampai;-7.1027234;107.4641673;2.0;3.6;pick up truck;True;5;pick up truck
nbbg338753004;Ciwidey;Yogyakarta;Glen Turner;Sharon Bowers;Ciwidey No.491, RT 3/RW 6;Sunny;pick up truck;Cosmetics;Tepat Waktu;-7.1027234;107.4641673;9.0;3.6;pick up truck;True;5;pick up truck
rwga235892074;Ciwidey;Pontianak;Michael Stephens;Mrs. Shannon James;Lembong No.647, RT 3/RW 5;Sunny;cargo truck;Toys;Terlambat;-7.1027234;107.4641673;3.0;3.6;pick up truck;True;5;pick up truck
qgay448255487;Ciwidey;Banjarmasin;Jodi Buchanan;Brian Robinson;Lembong No.545, RT 3/RW 1;Sunny;pick up truck;Shoes;Terlambat;-7.1027234;107.4641673;2.0;3.6;pick up truck;True;6;pick up truck
hgqf498386066;Ciwidey;Sorong;Laura Alvarado;Anna Hull;Pasir Kaliki No.312, RT 3/RW 9;Sunny;pick up truck;Cosmetics;Lebih Cepat Sampai;-7.1027234;107.4641673;6.0;3.6;pick up truck;True;6;pick up truck
cvfx834551017;Ciwidey;Mataram;Curtis Marquez;Amy Reyes;Dago No.895, RT 4/RW 5;Sunny;cargo truck;Cosmetics;Terlambat;-7.1027234;107.4641673;6.0;3.6;pick up truck;True;6;pick up truck
qwzg755336592;Ciwidey;Palembang;Sherry Brown;April Ramirez;Kebon Kawung No.987, RT 3/RW 10;Sunny;cargo truck;Books;Terlambat;-7.1027234;107.4641673;9.0;3.6;pick up truck;True;6;pick up truck
hdwc056308450;Ciwidey;Depok;Kelly Cook;Jennifer Anthony;Cihampelas No.596, RT 1/RW 7;Sunny;pick up truck;Clothing;Lebih Cepat Sampai;-7.1027234;107.4641673;2.0;3.8;pick up truck;True;6;pick up truck
kbbr166022112;Ciwidey;Surabaya;Stephanie Collier;Thomas Campos;Pasir Kaliki No.236, RT 3/RW 6;Sunny;cargo truck;Shoes;Lebih Cepat Sampai;-7.1027234;107.4641673;2.0;4.0;pick up truck;True;7;cargo truck
qrwh765252713;Ciwidey;Bandung;John Clark;Brandy Shah;Dago No.246, RT 9/RW 2;Sunny;cargo truck;Sports;Lebih Cepat Sampai;-7.1027234;107.4641673;4.0;4.0;pick up truck;True;7;cargo truck
hsnv147068678;Ciwidey;Solo;Rebecca Porter;Michael Rivera;Jalan Braga No.461, RT 5/RW 6;Sunny;van;Sports;Terlambat;-7.1027234;107.4641673;2.0;4.0;pick up truck;True;7;cargo truck
jgze646200858;Ciwidey;Gresik;Amanda Foster;Debra Salazar;Kebon Kawung No.207, RT 10/RW 7;Sunny;van;Snacks;Lebih Cepat Sampai;-7.1027234;107.4641673;10.0;4.0;pick up truck;True;7;cargo truck
gzsf315311482;Ciwidey;Bengkulu;William Brown;Karen Lyons;Kebon Kawung No.602, RT 8/RW 10;Sunny;pick up truck;Cosmetics;Lebih Cepat Sampai;-7.1027234;107.4641673;5.0;4.0;pick up truck;True;7;cargo truck
qanh567637196;Ciwidey;Manado;Kristen Wang;John Atkinson;Lembong No.337, RT 10/RW 10;Sunny;pick up truck;Snacks;Terlambat;-7.1027234;107.4641673;6.0;4.2;pick up truck;True;7;cargo truck
ddam652009358;Ciwidey;Padang;Alexandria Keller;Kevin Thomas;Cihampelas No.367, RT 4/RW 7;Sunny;pick up truck;Cosmetics;Terlambat;-7.1027234;107.4641673;7.0;4.2;pick up truck;True;7;cargo truck
kxew723813918;Ciwidey;Tangerang Selatan;Jesus Ellison;Morgan Garcia;Setiabudi No.634, RT 6/RW 9;Sunny;pick up truck;Snacks;Terlambat;-7.1027234;107.4641673;6.0;4.2;pick up truck;True;7;cargo truck
bejg701450481;Ciwidey;Tebing Tinggi;Todd Green;Shelly Newman;Setiabudi No.105, RT 4/RW 7;Sunny;pick up truck;Cosmetics;Terlambat;-7.1027234;107.4641673;6.0;4.2;pick up truck;True;7;cargo truck
wkqc372408205;Ciwidey;Balikpapan;Blake Bowers;Karen Williams;Cihampelas No.221, RT 2/RW 7;Sunny;cargo truck;Snacks;Lebih Cepat Sampai;-7.1027234;107.4641673;6.0;4.2;pick up truck;True;7;cargo truck
xihf412568077;Ciwidey;Surabaya;Paul Pratt;Samuel Martinez;Cihampelas No.192, RT 7/RW 2;Sunny;pick up truck;Books;Terlambat;-7.1027234;107.4641673;7.0;4.2;pick up truck;True;7;cargo truck
mgmg563812353;Ciwidey;Malang;Bethany Dominguez;Sarah Adams;Kebon Kawung No.344, RT 3/RW 6;Sunny;pick up truck;Shoes;Terlambat;-7.1027234;107.4641673;4.0;4.4;pick up truck;True;7;cargo truck
gsef785568255;Ciwidey;Payakumbuh;Ashley Colon DDS;Gail Shea DDS;Jalan Braga No.253, RT 6/RW 9;Sunny;cargo truck;Sports;Lebih Cepat Sampai;-7.1027234;107.4641673;4.0;4.4;pick up truck;True;7;cargo truck
jsle484054239;Ciwidey;Payakumbuh;Thomas Sanford;Dawn Dougherty;Dago No.583, RT 8/RW 7;Sunny;pick up truck;Clothing;Tepat Waktu;-7.1027234;107.4641673;2.0;4.4;pick up truck;True;7;cargo truck
yyvy436937523;Ciwidey;Semarang;Andrea Rodriguez;Carla Hudson;Riau No.396, RT 7/RW 10;Sunny;cargo truck;Grocery;Lebih Cepat Sampai;-7.1027234;107.4641673;5.0;4.5;pick up truck;True;8;van
ndxo878766936;Ciwidey;Jambi;Jessica Morales;Christopher Williams;Ciwidey No.484, RT 7/RW 10;Sunny;van;Books;Tepat Waktu;-7.1027234;107.4641673;9.0;4.5;pick up truck;True;8;van
ciuy673039978;Ciwidey;Bandung;Kevin Green;Mark Conrad;Setiabudi No.775, RT 4/RW 1;Sunny;pick up truck;Cosmetics;Tepat Waktu;-7.1027234;107.4641673;9.0;4.5;pick up truck;True;8;van
ueor583219215;Ciwidey;South Tangerang;Samantha Dawson;Jill White;Jalan Braga No.105, RT 1/RW 7;Sunny;pick up truck;Snacks;Lebih Cepat Sampai;-7.1027234;107.4641673;5.0;4.5;pick up truck;True;8;van
escb278973515;Ciwidey;Tebing Tinggi;Angelica Jones;Cindy Brown;Ciwidey No.349, RT 3/RW 4;Sunny;pick up truck;Clothing;Lebih Cepat Sampai;-7.1027234;107.4641673;2.0;4.6;pick up truck;True;8;van
zhun178804452;Ciwidey;Bogor;Bryan Johnson;Matthew Bond;Ciwidey No.509, RT 7/RW 2;Sunny;pick up truck;Toys;Lebih Cepat Sampai;-7.1027234;107.4641673;2.0;4.8;pick up truck;True;8;van
uxnt196160734;Ciwidey;South Tangerang;Albert Wells;Peter Johnson;Lembong No.644, RT 4/RW 8;Sunny;cargo truck;Toys;Terlambat;-7.1027234;107.4641673;3.0;4.8;pick up truck;True;8;van
aykg167786390;Ciwidey;Sorong;Paul Ball;Ethan Gonzales;Ciwidey No.514, RT 10/RW 6;Sunny;van;Clothing;Tepat Waktu;-7.1027234;107.4641673;3.0;4.8;pick up truck;True;8;van
xemg456104645;Ciwidey;Mataram;Christopher Garrett;Crystal Coffey;Dago No.987, RT 5/RW 3;Sunny;pick up truck;Toys;Terlambat;-7.1027234;107.4641673;2.0;4.8;pick up truck;True;9;cargo truck
olys803480694;Ciwidey;Dumai;Sandra Wang;Alan Copeland;Setiabudi No.661, RT 9/RW 6;Sunny;pick up truck;Toys;Terlambat;-7.1027234;107.4641673;3.0;4.8;pick up truck;True;9;cargo truck
yjmg336701324;Ciwidey;Samarinda;Christopher Day;Zachary Nelson;Pasir Kaliki No.760, RT 7/RW 10;Sunny;pick up truck;Snacks;Lebih Cepat Sampai;-7.1027234;107.4641673;7.0;4.9;pick up truck;True;9;cargo truck
ubyj056724806;Ciwidey;Ambon;Andrew Wilson;Brandy Adams;Kebon Kawung No.308, RT 10/RW 9;Sunny;cargo truck;Electronics;Terlambat;-7.1027234;107.4641673;1.0;5.0;pick up truck;True;9;cargo truck
ehzu427474267;Ciwidey;Prabumulih;Mckenzie Todd;Lori Nelson;Dago No.534, RT 10/RW 8;Sunny;pick up truck;Snacks;Terlambat;-7.1027234;107.4641673;10.0;5.0;pick up truck;True;9;cargo truck
mscz779171559;Ciwidey;Bandar Lampung;Brianna Brennan;Kim Johnson;Buah Batu No.919, RT 8/RW 9;Sunny;cargo truck;Home;Lebih Cepat Sampai;-7.1027234;107.4641673;1.0;5.0;pick up truck;True;9;cargo truck
tqef391464462;Ciwidey;Ternate;Maria Tran;Brenda Clark;Riau No.390, RT 3/RW 2;Sunny;cargo truck;Shoes;Terlambat;-7.1027234;107.4641673;3.0;5.1;van;True;9;cargo truck
cxku317860532;Ciwidey;Samarinda;Shannon Norris;Matthew Watkins;Jalan Braga No.877, RT 10/RW 9;Sunny;pick up truck;Shoes;Lebih Cepat Sampai;-7.1027234;107.4641673;2.0;5.2;van;True;9;cargo truck
tuta922105802;Ciwidey;Surabaya;Anna Rivera;Tonya Carr;Setiabudi No.163, RT 5/RW 7;Sunny;cargo truck;Shoes;Terlambat;-7.1027234;107.4641673;4.0;5.2;van;True;9;cargo truck
iyog566316827;Ciwidey;Manado;George Turner;Jessica Torres;Jalan Braga No.19, RT 2/RW 8;Sunny;pick up truck;Toys;Terlambat;-7.1027234;107.4641673;4.0;5.2;van;True;9;cargo truck
bzjq294642296;Ciwidey;Padang;Nicole Curry DDS;Taylor Kerr;Lembong No.736, RT 10/RW 1;Sunny;cargo truck;Electronics;Lebih Cepat Sampai;-7.1027234;107.4641673;1.0;5.3;van;True;9;cargo truck
nxuq920123924;Ciwidey;Padang;Timothy Stone;Kimberly Baker;Jalan Braga No.146, RT 4/RW 6;Sunny;cargo truck;Books;Terlambat;-7.1027234;107.4641673;6.0;5.4;van;True;10;pick up truck
xsde850901013;Ciwidey;Yogyakarta;Rose Bailey;Karen Snyder;Pasir Kaliki No.329, RT 5/RW 4;Sunny;cargo truck;Home;Tepat Waktu;-7.1027234;107.4641673;1.0;5.4;van;True;10;pick up truck
iyob615146150;Ciwidey;Solo;Danielle Clark;Diana Miller;Ciwidey No.500, RT 8/RW 7;Sunny;pick up truck;Sports;Tepat Waktu;-7.1027234;107.4641673;2.0;5.4;van;True;10;pick up truck
snfe344300335;Ciwidey;Pontianak;Madison Bradshaw;William Kelley;Lembong No.569, RT 10/RW 8;Sunny;pick up truck;Cosmetics;Lebih Cepat Sampai;-7.1027234;107.4641673;6.0;5.4;van;True;11;pick up truck
jiqy493393438;Ciwidey;Medan;Daniel Martin;William Tran;Ciwidey No.147, RT 9/RW 3;Sunny;pick up truck;Books;Lebih Cepat Sampai;-7.1027234;107.4641673;9.0;5.4;van;True;11;pick up truck
hhki540521434;Ciwidey;Palu;Allison Jackson;Christine Sheppard;Riau No.474, RT 6/RW 4;Sunny;pick up truck;Clothing;Tepat Waktu;-7.1027234;107.4641673;2.0;5.4;van;True;11;pick up truck
vwtz465362795;Ciwidey;Gresik;Mandy Lester;Autumn Cline;Buah Batu No.576, RT 4/RW 8;Sunny;cargo truck;Snacks;Tepat Waktu;-7.1027234;107.4641673;6.0;5.4;van;True;12;cargo truck
vuoj809921173;Ciwidey;Jakarta;Aaron Lang;Eric Wallace;Jalan Braga No.862, RT 6/RW 4;Sunny;pick up truck;Home;Terlambat;-7.1027234;107.4641673;1.0;5.4;van;True;12;cargo truck
bsnv650806793;Ciwidey;Salatiga;Donna Burton;Jennifer Riggs;Buah Batu No.207, RT 8/RW 10;Sunny;pick up truck;Shoes;Lebih Cepat Sampai;-7.1027234;107.4641673;5.0;5.5;van;True;12;cargo truck
tman346996247;Ciwidey;Palu;Maria Frazier;Stephanie Roberts;Ciwidey No.697, RT 4/RW 7;Sunny;pick up truck;Shoes;Terlambat;-7.1027234;107.4641673;2.0;5.6;van;True;12;cargo truck
hypw442127558;Ciwidey;Pagar Alam;Maurice Figueroa;Mary Phillips;Lembong No.323, RT 9/RW 3;Sunny;pick up truck;Cosmetics;Tepat Waktu;-7.1027234;107.4641673;8.0;5.6;van;True;12;cargo truck
zszo625922852;Ciwidey;Ambon;Michael Hughes;Lori Pope;Kebon Kawung No.628, RT 7/RW 7;Sunny;cargo truck;Grocery;Lebih Cepat Sampai;-7.1027234;107.4641673;8.0;5.6;van;True;12;cargo truck
tozl436968503;Ciwidey;Sorong;Pamela Wilson;Robert Brown;Dago No.293, RT 6/RW 1;Sunny;cargo truck;Books;Tepat Waktu;-7.1027234;107.4641673;8.0;5.6;van;True;12;cargo truck
ezkx336866061;Ciwidey;Depok;Jonathan Atkins;Robert Jacobson;Dago No.177, RT 3/RW 4;Sunny;pick up truck;Shoes;Tepat Waktu;-7.1027234;107.4641673;2.0;5.8;van;True;12;cargo truck
