Order_ID,Branch_Start,Branch_Drop,Pengirim,Penerima,Alamat Penerima,Weather_Condition,Vehicle_Type,Category,arrival_status,Start_Latitude,Start_Longitude,Drop_Latitude,Drop_Longitude,Quantity,Weight,Vehicle_Type_Assigned
qrdz932981599,Jalan Braga,Tanjung Pinang,Rebecca Leonard,Jeffrey Kim,"Dago No.737, RT 4/RW 3",Sunny,pick up truck,Shoes,Terlambat,-6.9168925,107.6091723,0.9236915,104.446094,4.0,6.4,van
otst368971308,Ciwidey,Palu,Aaron Morales,Benjamin Pearson,"Buah Batu No.250, RT 5/RW 1",Sunny,cargo truck,Electronics,Tepat Waktu,-7.1027234,107.4641673,-0.9051548,119.8722373,2.0,10.0,van
faws659544476,Pasir Kaliki,Tebing Tinggi,Cory Moreno,Patricia Nguyen,"Ciwidey No.640, RT 1/RW 6",Sunny,cargo truck,Shoes,Tepat Waktu,-6.9162852,107.5981344,3.3273686,99.1623025,4.0,10.4,cargo truck
oiiz982401103,Buah Batu,Sorong,Angela Love,Kelly Quinn,"Cihampelas No.711, RT 6/RW 8",Sunny,cargo truck,Snacks,Lebih Cepat Sampai,-6.9412463,107.6271905,-0.8634105,131.2544805,6.0,4.2,pick up truck
dnbs223885432,Dago,Solo,Jacob Hebert,Jessica Wiggins,"Buah Batu No.860, RT 10/RW 4",Sunny,cargo truck,Books,Tepat Waktu,-6.8750079,107.6159521,-7.5692489,110.828448,8.0,4.8,pick up truck
mmfd828888390,Jalan Braga,Bengkulu,Ashley Cooper,Andrew Browning,"Pasir Kaliki No.859, RT 6/RW 10",Sunny,pick up truck,Toys,Terlambat,-6.9168925,107.6091723,-3.5186763,102.5359834,4.0,8.8,van
ewyg874577571,Cihampelas,Lubuklinggau,Jessica Stewart,Amanda James,"Ciwidey No.145, RT 3/RW 7",Sunny,pick up truck,Electronics,Lebih Cepat Sampai,-6.8989124,107.6043304,-3.2919136,102.8715732,2.0,13.0,cargo truck
mfzz999068731,Cihampelas,Palu,Elizabeth Palmer,Troy Hogan,"Setiabudi No.638, RT 6/RW 9",Sunny,pick up truck,Snacks,Terlambat,-6.8989124,107.6043304,-0.9051548,119.8722373,5.0,3.5,pick up truck
lxsd487463989,Kebon Kawung,Surabaya,Michael Webster,Kimberly Marsh,"Jalan Braga No.243, RT 8/RW 5",Sunny,cargo truck,Home,Lebih Cepat Sampai,-6.9123708,107.6016929,-7.2462836,112.7377674,2.0,10.2,cargo truck
ijae609644223,Dago,South Tangerang,Elizabeth Carroll,Colleen Watson PhD,"Lembong No.619, RT 2/RW 6",Sunny,pick up truck,Electronics,Lebih Cepat Sampai,-6.8750079,107.6159521,-6.3227016,106.7085737,2.0,15.0,cargo truck
lhkm907584734,Pasir Kaliki,Solo,April Woods,Jennifer Hudson,"Jalan Braga No.275, RT 10/RW 7",Sunny,pick up truck,Sports,Lebih Cepat Sampai,-6.9162852,107.5981344,-7.5692489,110.828448,4.0,10.4,cargo truck
urla081426079,Buah Batu,Jambi,Mary Taylor,Christopher Woods,"Jalan Braga No.242, RT 2/RW 4",Sunny,cargo truck,Electronics,Terlambat,-6.9412463,107.6271905,-1.6394711,102.9454264,1.0,8.3,van
xglt374329740,Setiabudi,Bekasi,Jonathan West,Jordan Knight,"Riau No.641, RT 10/RW 1",Sunny,pick up truck,Toys,Lebih Cepat Sampai,-6.8689938,107.5934024,-6.2349858,106.9945444,2.0,5.6,van
dykp813727770,Jalan Braga,Jakarta,Susan Roach DDS,Sara Phillips,"Buah Batu No.830, RT 2/RW 6",Sunny,pick up truck,Home,Lebih Cepat Sampai,-6.9168925,107.6091723,-6.1754049,106.827168,2.0,10.4,cargo truck
ampy615462734,Kebon Kawung,Payakumbuh,Zachary Wright,Lisa Moss,"Ciwidey No.812, RT 9/RW 3",Sunny,cargo truck,Shoes,Terlambat,-6.9123708,107.6016929,-0.2242687,100.6319419,1.0,1.3,pick up truck
ygwo216730470,Setiabudi,Yogyakarta,Michael Gates,Collin Burke,"Jalan Braga No.352, RT 3/RW 6",Sunny,pick up truck,Electronics,Terlambat,-6.8689938,107.5934024,-7.8012646,110.3646857,1.0,7.2,van
dnay777274437,Cihampelas,Pagar Alam,Danielle Zuniga,Jose Baird,"Pasir Kaliki No.975, RT 5/RW 3",Sunny,cargo truck,Clothing,Terlambat,-6.8989124,107.6043304,-4.0209526,103.2501603,5.0,6.0,van
gvcr860495384,Kebon Kawung,Payakumbuh,Victoria Perez,Karen Salazar,"Lembong No.184, RT 8/RW 5",Sunny,cargo truck,Home,Terlambat,-6.9123708,107.6016929,-0.2242687,100.6319419,2.0,14.0,cargo truck
hxtg457189542,Ciwidey,Pagar Alam,Brittany Carter MD,Robert Jordan,"Lembong No.265, RT 4/RW 10",Sunny,cargo truck,Home,Lebih Cepat Sampai,-7.1027234,107.4641673,-4.0209526,103.2501603,1.0,9.1,van
heaq742012912,Kebon Kawung,South Tangerang,Melissa Rojas,Adam Rowe,"Setiabudi No.152, RT 2/RW 10",Sunny,van,Books,Tepat Waktu,-6.9123708,107.6016929,-6.3227016,106.7085737,7.0,3.5,pick up truck
sbev341409573,Jalan Braga,Balikpapan,Tina Estrada,Emily Brown,"Cihampelas No.320, RT 6/RW 10",Sunny,cargo truck,Electronics,Tepat Waktu,-6.9168925,107.6091723,-1.2398711,116.8593379,1.0,7.6,van
pxjr642112323,Dago,Ambon,Sherry Benton,Robert Moore,"Dago No.497, RT 7/RW 3",Sunny,cargo truck,Snacks,Terlambat,-6.8750079,107.6159521,-3.6959434,128.178785,8.0,3.2,pick up truck
tbkc830446866,Pasir Kaliki,South Tangerang,Randy Allen,Kara Martinez,"Setiabudi No.396, RT 8/RW 4",Sunny,cargo truck,Snacks,Tepat Waktu,-6.9162852,107.5981344,-6.3227016,106.7085737,8.0,8.0,van
llge551010349,Cihampelas,Padang,Brian Chen,Morgan Hines,"Ciwidey No.648, RT 3/RW 3",Sunny,cargo truck,Snacks,Terlambat,-6.8989124,107.6043304,-0.9247587,100.3632561,5.0,4.0,pick up truck
zfcr543658804,Dago,Tanjung Pinang,Kathy Mcgrath,Scott Wagner,"Setiabudi No.683, RT 2/RW 6",Sunny,pick up truck,Clothing,Lebih Cepat Sampai,-6.8750079,107.6159521,0.9236915,104.446094,5.0,10.0,van
hlih659462476,Jalan Braga,Salatiga,Cheryl Myers,Leslie Camacho,"Jalan Braga No.260, RT 9/RW 9",Sunny,van,Grocery,Terlambat,-6.9168925,107.6091723,-7.3302642,110.4995353,8.0,5.6,van
fnyz550646686,Jalan Braga,Jayapura,Joseph Lyons,Matthew Johnson,"Ciwidey No.78, RT 4/RW 2",Sunny,cargo truck,Toys,Tepat Waktu,-6.9168925,107.6091723,-2.5387539,140.7037389,5.0,9.5,van
cjeg690890150,Buah Batu,Sorong,Kaylee Walton,Andrew Gallegos,"Kebon Kawung No.283, RT 8/RW 9",Sunny,cargo truck,Books,Lebih Cepat Sampai,-6.9412463,107.6271905,-0.8634105,131.2544805,5.0,4.5,pick up truck
txsq090925781,Cihampelas,Prabumulih,Kimberly Riddle,David Frederick,"Pasir Kaliki No.533, RT 9/RW 4",Sunny,pick up truck,Clothing,Terlambat,-6.8989124,107.6043304,-3.4382688,104.2310181,7.0,9.8,van
msyw573993840,Jalan Braga,Ambon,Mary Irwin,Damon Hall MD,"Kebon Kawung No.909, RT 1/RW 3",Sunny,cargo truck,Shoes,Lebih Cepat Sampai,-6.9168925,107.6091723,-3.6959434,128.178785,5.0,6.5,van
rxot101725147,Ciwidey,Ambon,Russell Frost,Matthew Clark,"Riau No.612, RT 6/RW 9",Sunny,van,Toys,Terlambat,-7.1027234,107.4641673,-3.6959434,128.178785,5.0,8.0,van
dkft561101384,Dago,Sungaipenuh,Katelyn Boyle,Jenna Bell,"Ciwidey No.279, RT 10/RW 7",Sunny,pick up truck,Grocery,Lebih Cepat Sampai,-6.8750079,107.6159521,-2.091525,101.4151342,7.0,1.4,pick up truck
kpol251349921,Pasir Kaliki,Cilegon,Dave Riley,Paul Anderson,"Dago No.545, RT 1/RW 1",Sunny,pick up truck,Books,Lebih Cepat Sampai,-6.9162852,107.5981344,-6.017389,106.0537688,7.0,2.1,pick up truck
rsew201569731,Buah Batu,Gresik,Erin Clark MD,Rebecca Tanner,"Riau No.793, RT 6/RW 5",Sunny,cargo truck,Snacks,Tepat Waktu,-6.9412463,107.6271905,-5.7933465,112.6598223,8.0,4.0,pick up truck
qanh567637196,Ciwidey,Manado,Kristen Wang,John Atkinson,"Lembong No.337, RT 10/RW 10",Sunny,pick up truck,Snacks,Terlambat,-7.1027234,107.4641673,1.4900578,124.8408708,6.0,3.6,pick up truck
ceqn975580529,Pasir Kaliki,Mataram,Christopher Sanchez,Lori Deleon,"Setiabudi No.867, RT 7/RW 4",Sunny,pick up truck,Snacks,Terlambat,-6.9162852,107.5981344,-8.5837726,116.10685,9.0,7.2,van
xvez029000337,Ciwidey,Bukittinggi,Daniel Wise,Robert Branch,"Jalan Braga No.818, RT 5/RW 8",Sunny,pick up truck,Electronics,Tepat Waktu,-7.1027234,107.4641673,-0.3051954,100.3694921,2.0,13.2,cargo truck
upnt658627871,Cihampelas,Bukittinggi,Jay Chambers,Misty Hernandez,"Lembong No.40, RT 5/RW 9",Sunny,pick up truck,Snacks,Terlambat,-6.8989124,107.6043304,-0.3051954,100.3694921,10.0,8.0,van
endp741157893,Riau,Banjarbaru,Roger Garza,Sherri Clark,"Kebon Kawung No.283, RT 10/RW 3",Sunny,pick up truck,Sports,Lebih Cepat Sampai,-6.9064586,107.6147399,-3.4430389,114.8308816,4.0,9.6,van
vmxb040920326,Riau,Manado,Charles Richardson,Jeanette Murray,"Ciwidey No.7, RT 3/RW 10",Sunny,pick up truck,Sports,Lebih Cepat Sampai,-6.9064586,107.6147399,1.4900578,124.8408708,2.0,4.6,pick up truck
mvvs233990756,Jalan Braga,Ternate,Shannon Garcia,Michael Lewis,"Lembong No.177, RT 10/RW 7",Sunny,pick up truck,Clothing,Tepat Waktu,-6.9168925,107.6091723,0.7852043,127.3832342,4.0,5.2,van
nbpt891416810,Cihampelas,Cimahi,Autumn Garner,Alexandra Ward,"Ciwidey No.422, RT 5/RW 1",Sunny,pick up truck,Snacks,Terlambat,-6.8989124,107.6043304,-6.8731527,107.5423099,5.0,2.5,pick up truck
tdbl719688816,Cihampelas,Malang,Michelle Castro,Rachel Carroll,"Cihampelas No.685, RT 7/RW 7",Sunny,pick up truck,Home,Lebih Cepat Sampai,-6.8989124,107.6043304,-7.9771308,112.6340265,1.0,9.0,van
tcbk115113271,Dago,Cilegon,Amy Koch,Kelly Vargas,"Pasir Kaliki No.506, RT 7/RW 2",Sunny,cargo truck,Grocery,Terlambat,-6.8750079,107.6159521,-6.017389,106.0537688,10.0,8.0,van
nwpc430911168,Setiabudi,Solo,Michele Williamson,Melody Ramirez,"Riau No.91, RT 8/RW 3",Sunny,pick up truck,Clothing,Lebih Cepat Sampai,-6.8689938,107.5934024,-7.5692489,110.828448,7.0,8.4,van
pgmk441081857,Lembong,Palu,Gregory Singleton,James Smith,"Cihampelas No.899, RT 3/RW 4",Sunny,cargo truck,Sports,Lebih Cepat Sampai,-6.9165602,107.610072,-0.9051548,119.8722373,5.0,12.0,cargo truck
mmud169288794,Setiabudi,Padang,Alejandro Woods,April Winters,"Cihampelas No.904, RT 2/RW 6",Sunny,pick up truck,Cosmetics,Terlambat,-6.8689938,107.5934024,-0.9247587,100.3632561,6.0,1.2,pick up truck
upbr419250622,Buah Batu,Makassar,Amy Sanchez,Michael Williams,"Setiabudi No.587, RT 1/RW 8",Sunny,pick up truck,Electronics,Tepat Waktu,-6.9412463,107.6271905,-5.1342962,119.4124282,1.0,7.9,van
ystv915633658,Riau,Malang,Jessica Johnson,Pamela Middleton,"Dago No.328, RT 5/RW 1",Sunny,pick up truck,Grocery,Tepat Waktu,-6.9064586,107.6147399,-7.9771308,112.6340265,10.0,3.0,pick up truck
pbki348079545,Dago,Gresik,Joshua Frazier,Catherine Davis,"Lembong No.877, RT 10/RW 7",Sunny,cargo truck,Electronics,Terlambat,-6.8750079,107.6159521,-5.7933465,112.6598223,2.0,11.4,cargo truck
svru409590135,Riau,South Tangerang,Kelsey Marsh,Jeffrey Wong,"Ciwidey No.298, RT 9/RW 8",Sunny,pick up truck,Toys,Tepat Waktu,-6.9064586,107.6147399,-6.3227016,106.7085737,5.0,11.5,cargo truck
qkfh772959731,Jalan Braga,Sawahlunto,Susan Baxter,Stephanie Hansen,"Pasir Kaliki No.676, RT 7/RW 1",Sunny,pick up truck,Shoes,Tepat Waktu,-6.9168925,107.6091723,-0.6818141,100.778552,3.0,5.4,van
wnue868112321,Buah Batu,Batam,Angela Price,Traci Robinson,"Lembong No.119, RT 9/RW 5",Sunny,pick up truck,Shoes,Lebih Cepat Sampai,-6.9412463,107.6271905,1.1030815,104.0383696,9.0,9.9,van
wxsg412830929,Dago,Banjarmasin,Aaron Benjamin,Gregory Bell,"Jalan Braga No.324, RT 1/RW 7",Sunny,van,Toys,Tepat Waktu,-6.8750079,107.6159521,-3.3187496,114.5925828,7.0,9.8,van
joqx454193780,Cihampelas,Mataram,Jeanne Abbott,Alexander Rodriguez,"Kebon Kawung No.700, RT 6/RW 3",Sunny,van,Toys,Lebih Cepat Sampai,-6.8989124,107.6043304,-8.5837726,116.10685,1.0,1.1,pick up truck
tjat069865432,Dago,Sorong,Jennifer Finley,Samuel Rodriguez,"Kebon Kawung No.324, RT 6/RW 5",Sunny,cargo truck,Electronics,Tepat Waktu,-6.8750079,107.6159521,-0.8634105,131.2544805,1.0,6.5,van
wqen386726530,Pasir Kaliki,Banda Aceh,Jessica King,Jason Carpenter,"Ciwidey No.502, RT 7/RW 5",Sunny,pick up truck,Toys,Terlambat,-6.9162852,107.5981344,5.5528455,95.3192908,3.0,9.0,van
jkcn360754650,Lembong,Yogyakarta,Edward Murphy,Jonathon Hernandez,"Riau No.740, RT 9/RW 8",Sunny,pick up truck,Cosmetics,Terlambat,-6.9165602,107.610072,-7.8012646,110.3646857,9.0,8.1,van
iflx800118402,Ciwidey,Bukittinggi,Thomas Lucas,Emily Gamble,"Buah Batu No.556, RT 7/RW 10",Sunny,cargo truck,Snacks,Terlambat,-7.1027234,107.4641673,-0.3051954,100.3694921,8.0,2.4,pick up truck
nysx301251561,Dago,Solo,Kelly Andrade,Anthony Dunn,"Setiabudi No.503, RT 7/RW 1",Sunny,van,Clothing,Lebih Cepat Sampai,-6.8750079,107.6159521,-7.5692489,110.828448,8.0,12.0,cargo truck
hpxs580568310,Kebon Kawung,Semarang,Benjamin Massey,Carmen Smith DDS,"Jalan Braga No.755, RT 7/RW 6",Sunny,pick up truck,Clothing,Lebih Cepat Sampai,-6.9123708,107.6016929,-6.9903988,110.4229104,1.0,2.3,pick up truck
syhp452515402,Cihampelas,Banjarmasin,Anthony Harding,Jason Hicks,"Cihampelas No.391, RT 4/RW 6",Sunny,cargo truck,Shoes,Lebih Cepat Sampai,-6.8989124,107.6043304,-3.3187496,114.5925828,2.0,5.0,pick up truck
gmcf366578344,Setiabudi,Pontianak,Craig Smith DDS,Abigail Lopez,"Kebon Kawung No.457, RT 8/RW 8",Sunny,cargo truck,Grocery,Lebih Cepat Sampai,-6.8689938,107.5934024,-0.0226903,109.3447488,10.0,5.0,pick up truck
hyil828838066,Dago,Surabaya,Richard Fleming,Eric Herrera,"Ciwidey No.800, RT 7/RW 7",Sunny,cargo truck,Clothing,Tepat Waktu,-6.8750079,107.6159521,-7.2462836,112.7377674,8.0,12.8,cargo truck
dyqh713153627,Cihampelas,Balikpapan,Crystal Mitchell,Dean Mccullough,"Kebon Kawung No.155, RT 5/RW 7",Sunny,pick up truck,Cosmetics,Terlambat,-6.8989124,107.6043304,-1.2398711,116.8593379,10.0,2.0,pick up truck
ijhm774410357,Buah Batu,Prabumulih,Charles Thompson,Cheryl Sanders,"Pasir Kaliki No.760, RT 9/RW 8",Sunny,pick up truck,Electronics,Tepat Waktu,-6.9412463,107.6271905,-3.4382688,104.2310181,1.0,9.2,van
wgfo970771288,Jalan Braga,Metro,Charles Baker,Kelly Romero,"Pasir Kaliki No.965, RT 3/RW 4",Sunny,pick up truck,Clothing,Lebih Cepat Sampai,-6.9168925,107.6091723,-5.1078839,105.3078642,5.0,14.0,cargo truck
fhmz406249908,Cihampelas,South Tangerang,Jose Cohen,Megan Clements,"Ciwidey No.49, RT 4/RW 4",Sunny,pick up truck,Cosmetics,Terlambat,-6.8989124,107.6043304,-6.3227016,106.7085737,7.0,5.6,van
ibkp764177608,Ciwidey,Cimahi,Charles Miller,Stacy Jordan,"Lembong No.946, RT 2/RW 1",Sunny,pick up truck,Sports,Terlambat,-7.1027234,107.4641673,-6.8731527,107.5423099,3.0,3.3,pick up truck
rcpz359425574,Cihampelas,Mataram,Jonathan Black,Joe Bradley,"Cihampelas No.235, RT 6/RW 9",Sunny,van,Clothing,Lebih Cepat Sampai,-6.8989124,107.6043304,-8.5837726,116.10685,1.0,1.9,pick up truck
robn719258920,Jalan Braga,Pematang Siantar,Patricia Rubio,Lori Rivas,"Setiabudi No.671, RT 5/RW 3",Sunny,van,Snacks,Terlambat,-6.9168925,107.6091723,2.9588631,99.0653646,9.0,6.3,van
sfcv375103755,Cihampelas,Bekasi,Kevin King,Kelly Thomas,"Jalan Braga No.805, RT 10/RW 4",Sunny,pick up truck,Shoes,Tepat Waktu,-6.8989124,107.6043304,-6.2349858,106.9945444,8.0,8.8,van
tjrt330734833,Dago,Malang,Taylor Gray MD,Maria Daniels,"Buah Batu No.400, RT 4/RW 7",Sunny,cargo truck,Electronics,Terlambat,-6.8750079,107.6159521,-7.9771308,112.6340265,1.0,6.5,van
tery220344393,Cihampelas,Depok,Michael Peters,Cynthia Moore,"Setiabudi No.895, RT 3/RW 5",Sunny,cargo truck,Toys,Lebih Cepat Sampai,-6.8989124,107.6043304,-6.40719,106.8158371,4.0,9.2,van
tcqz098515441,Dago,Padang,Kimberly Dixon,Katherine Allen,"Ciwidey No.587, RT 7/RW 2",Sunny,pick up truck,Shoes,Lebih Cepat Sampai,-6.8750079,107.6159521,-0.9247587,100.3632561,5.0,11.5,cargo truck
eaoa021939612,Dago,Dumai,Micheal Acevedo,Ian Harrison,"Kebon Kawung No.43, RT 2/RW 5",Sunny,pick up truck,Electronics,Terlambat,-6.8750079,107.6159521,1.6631967,101.4470369,1.0,7.2,van
aiyd042379189,Dago,Metro,Sara Smith,Brooke Bond,"Buah Batu No.516, RT 6/RW 10",Sunny,cargo truck,Clothing,Terlambat,-6.8750079,107.6159521,-5.1078839,105.3078642,6.0,15.0,cargo truck
lrrg909070273,Jalan Braga,Malang,James Howard,Monica Humphrey DVM,"Riau No.875, RT 10/RW 4",Sunny,pick up truck,Toys,Lebih Cepat Sampai,-6.9168925,107.6091723,-7.9771308,112.6340265,6.0,6.6,van
sdji385045175,Dago,Medan,Dawn Le,Robert Wallace,"Lembong No.349, RT 5/RW 6",Sunny,cargo truck,Toys,Tepat Waktu,-6.8750079,107.6159521,3.5894617,98.6741623,4.0,8.4,van
msod402978521,Riau,Pontianak,Michael Dodson,Michele Gomez,"Dago No.277, RT 5/RW 10",Sunny,pick up truck,Electronics,Terlambat,-6.9064586,107.6147399,-0.0226903,109.3447488,2.0,14.4,cargo truck
mupd387821718,Jalan Braga,Solok,Wendy Jones,Jessica Wall,"Kebon Kawung No.625, RT 2/RW 6",Sunny,pick up truck,Clothing,Terlambat,-6.9168925,107.6091723,-0.93103,100.804328,8.0,10.4,cargo truck
irup647737120,Ciwidey,Cilegon,Karen Harper,Robert Cochran,"Lembong No.93, RT 3/RW 1",Sunny,van,Home,Tepat Waktu,-7.1027234,107.4641673,-6.017389,106.0537688,1.0,7.0,van
qxcg744465937,Setiabudi,Palu,Stephen Cruz,Stephanie Lewis,"Dago No.774, RT 10/RW 2",Sunny,cargo truck,Electronics,Tepat Waktu,-6.8689938,107.5934024,-0.9051548,119.8722373,1.0,8.4,van
mfld820442762,Jalan Braga,Jambi,Vincent Jackson,Jason Guzman,"Setiabudi No.903, RT 1/RW 2",Sunny,pick up truck,Snacks,Tepat Waktu,-6.9168925,107.6091723,-1.6394711,102.9454264,8.0,7.2,van
ybsg450108361,Kebon Kawung,Mojokerto,John Murphy,Cindy Mcdonald,"Ciwidey No.137, RT 8/RW 2",Sunny,cargo truck,Clothing,Lebih Cepat Sampai,-6.9123708,107.6016929,-7.5413378,112.5094975,8.0,8.8,van
jkoc975578296,Pasir Kaliki,Dumai,Whitney Nicholson,Sandra Patrick,"Kebon Kawung No.247, RT 8/RW 9",Sunny,pick up truck,Clothing,Lebih Cepat Sampai,-6.9162852,107.5981344,1.6631967,101.4470369,4.0,11.6,cargo truck
mfpm732683067,Dago,Pekanbaru,Mr. Carlos Mejia,Renee Reed,"Setiabudi No.92, RT 9/RW 9",Sunny,cargo truck,Electronics,Tepat Waktu,-6.8750079,107.6159521,0.5262455,101.4515727,1.0,5.4,van
mbqe263281110,Cihampelas,Solok,Pedro Moore,Nicole Mccarthy,"Kebon Kawung No.258, RT 6/RW 5",Sunny,cargo truck,Toys,Terlambat,-6.8989124,107.6043304,-0.93103,100.804328,1.0,2.4,pick up truck
mzls270378769,Pasir Kaliki,Dumai,Emma White,Karen Bradley,"Lembong No.998, RT 5/RW 2",Sunny,pick up truck,Toys,Tepat Waktu,-6.9162852,107.5981344,1.6631967,101.4470369,3.0,8.1,van
snfe344300335,Ciwidey,Pontianak,Madison Bradshaw,William Kelley,"Lembong No.569, RT 10/RW 8",Sunny,pick up truck,Cosmetics,Lebih Cepat Sampai,-7.1027234,107.4641673,-0.0226903,109.3447488,9.0,3.6,pick up truck
nvqc161722555,Setiabudi,Gresik,Jonathan Clark PhD,Richard Coleman,"Riau No.660, RT 8/RW 5",Sunny,cargo truck,Grocery,Terlambat,-6.8689938,107.5934024,-5.7933465,112.6598223,7.0,3.5,pick up truck
grvf180770586,Dago,Ternate,Margaret Nelson,David Phillips,"Buah Batu No.24, RT 9/RW 3",Sunny,van,Cosmetics,Lebih Cepat Sampai,-6.8750079,107.6159521,0.7852043,127.3832342,5.0,4.5,pick up truck
aqnd739510305,Pasir Kaliki,Tangerang,Gregory Collins,Lisa Adams,"Jalan Braga No.724, RT 2/RW 4",Sunny,cargo truck,Books,Lebih Cepat Sampai,-6.9162852,107.5981344,-6.1761924,106.6382161,5.0,3.0,pick up truck
lmsy719251325,Kebon Kawung,Ambon,Lynn Garcia,Hunter King,"Ciwidey No.640, RT 3/RW 6",Sunny,pick up truck,Grocery,Lebih Cepat Sampai,-6.9123708,107.6016929,-3.6959434,128.178785,9.0,3.6,pick up truck
tlkn726268939,Cihampelas,Cilegon,Juan Woods,Keith Murphy,"Kebon Kawung No.455, RT 3/RW 8",Sunny,pick up truck,Shoes,Tepat Waktu,-6.8989124,107.6043304,-6.017389,106.0537688,4.0,10.8,cargo truck
rned192501751,Pasir Kaliki,Cimahi,Jack Gallagher,Bob Ryan,"Cihampelas No.276, RT 7/RW 3",Sunny,pick up truck,Cosmetics,Lebih Cepat Sampai,-6.9162852,107.5981344,-6.8731527,107.5423099,8.0,6.4,van
gkzk758889486,Setiabudi,Pagar Alam,Christy Adams,Paul Smith,"Lembong No.590, RT 1/RW 5",Sunny,pick up truck,Toys,Terlambat,-6.8689938,107.5934024,-4.0209526,103.2501603,2.0,3.0,pick up truck
ekbn263526498,Buah Batu,Balikpapan,Jennifer Holland,Margaret Olson,"Jalan Braga No.357, RT 6/RW 8",Sunny,pick up truck,Grocery,Tepat Waktu,-6.9412463,107.6271905,-1.2398711,116.8593379,10.0,7.0,van
jhyy284953192,Buah Batu,Surabaya,Dr. Brittany Collins,Timothy Bowman,"Cihampelas No.330, RT 10/RW 4",Sunny,cargo truck,Sports,Terlambat,-6.9412463,107.6271905,-7.2462836,112.7377674,6.0,15.0,cargo truck
cfcn737845940,Lembong,Malang,Jeffrey Evans,Matthew Blair,"Dago No.806, RT 5/RW 5",Sunny,pick up truck,Toys,Terlambat,-6.9165602,107.610072,-7.9771308,112.6340265,3.0,6.3,van
sqhw501059778,Riau,Tebing Tinggi,Ashley White,Jamie Brown MD,"Riau No.536, RT 2/RW 8",Sunny,pick up truck,Electronics,Tepat Waktu,-6.9064586,107.6147399,3.3273686,99.1623025,1.0,9.6,van
kmxz889695052,Lembong,Palu,Brett Ramirez,Erin Rivera,"Pasir Kaliki No.250, RT 10/RW 9",Sunny,pick up truck,Toys,Lebih Cepat Sampai,-6.9165602,107.610072,-0.9051548,119.8722373,3.0,8.7,van
mtiz264702815,Ciwidey,Cimahi,Thomas Edwards,Lisa Lee,"Lembong No.59, RT 2/RW 10",Sunny,cargo truck,Shoes,Terlambat,-7.1027234,107.4641673,-6.8731527,107.5423099,1.0,2.9,pick up truck
ptus652190647,Setiabudi,Malang,Justin Taylor,Ebony Harris,"Jalan Braga No.640, RT 1/RW 4",Sunny,cargo truck,Grocery,Tepat Waktu,-6.8689938,107.5934024,-7.9771308,112.6340265,5.0,1.0,pick up truck
deod403402559,Buah Batu,Solo,Dawn Acosta,Michael Johnson,"Pasir Kaliki No.777, RT 10/RW 10",Sunny,cargo truck,Home,Terlambat,-6.9412463,107.6271905,-7.5692489,110.828448,2.0,12.2,cargo truck
nvna994076085,Setiabudi,Bukittinggi,Shane Fisher,Kimberly Coffey,"Kebon Kawung No.793, RT 4/RW 10",Sunny,cargo truck,Home,Terlambat,-6.8689938,107.5934024,-0.3051954,100.3694921,1.0,6.6,van
oxzg984130493,Pasir Kaliki,Kupang,Michael Davis,Autumn Hancock,"Kebon Kawung No.813, RT 2/RW 7",Sunny,cargo truck,Home,Lebih Cepat Sampai,-6.9162852,107.5981344,-10.1632209,123.6017755,1.0,9.2,van
oedm803078527,Dago,Cilegon,Julie French,Jeffrey Garcia,"Riau No.725, RT 4/RW 1",Sunny,pick up truck,Books,Terlambat,-6.8750079,107.6159521,-6.017389,106.0537688,10.0,9.0,van
wpnt012569507,Riau,Samarinda,Michelle Wallace,Sarah Manning,"Pasir Kaliki No.544, RT 10/RW 6",Sunny,cargo truck,Shoes,Lebih Cepat Sampai,-6.9064586,107.6147399,-0.5017804,117.1393089,1.0,1.9,pick up truck
yemf269513613,Dago,Samarinda,Katie Roberts,Taylor Smith,"Lembong No.438, RT 5/RW 7",Sunny,pick up truck,Home,Lebih Cepat Sampai,-6.8750079,107.6159521,-0.5017804,117.1393089,1.0,10.0,van
stzy782308367,Dago,Pekanbaru,Andrew Crawford,Michael Vazquez,"Riau No.362, RT 3/RW 8",Sunny,cargo truck,Home,Lebih Cepat Sampai,-6.8750079,107.6159521,0.5262455,101.4515727,1.0,6.3,van
eeyq938513303,Jalan Braga,Manado,Margaret Adkins,Douglas Sosa,"Kebon Kawung No.371, RT 4/RW 8",Sunny,pick up truck,Electronics,Terlambat,-6.9168925,107.6091723,1.4900578,124.8408708,1.0,5.5,van
hqzs616290465,Lembong,Ambon,Kevin Mcdowell,Brett Booth,"Lembong No.370, RT 5/RW 4",Sunny,pick up truck,Shoes,Tepat Waktu,-6.9165602,107.610072,-3.6959434,128.178785,2.0,3.6,pick up truck
uvgo889721920,Kebon Kawung,Bogor,Nicholas Jenkins,Shirley Lane,"Lembong No.306, RT 10/RW 4",Sunny,cargo truck,Home,Tepat Waktu,-6.9123708,107.6016929,-6.5962986,106.7972421,1.0,5.5,van
thos593148968,Cihampelas,Cimahi,Helen Fletcher,Daniel Bennett,"Dago No.923, RT 6/RW 7",Sunny,van,Books,Terlambat,-6.8989124,107.6043304,-6.8731527,107.5423099,6.0,4.2,pick up truck
